ID,Code,COMPANY,INDUSTRY,ADDRESS,CITY,STATE,ZIP,PHONE,WEBSITE,REVENUE,EMPLOYEE,$/EMPL,CONTACT,POS,EMAIL
I,,Arc Electrical Contractors,Integrator Guide,7208 Dungan Rd.,Philadelphia,PA,19111,(267)-303-2163,www.arcelectricalcon.com,1,25,0.04,Mark Burkhardt ,President,arcelectricalcon@aol.com
I,,ARC Engineering Solutions,"Industrial Automation, Material Handling, Motion Control, Robotics, Programming, Conveyor, ASRS, SCADA, Inductive Automation, Phoenix Contact, Rockwell Automation, Siemens, Parker, Fanuc, Systems Integration, Controls Engineering, Industrial Networks, Project Management, and WBENC",815 E Grand River Ave Suite B,Howell,MI,48843,(855) 762-6846,https://www.arcengsolutions.com/,1,6,0.17,Heather Ruby,CEO,hruby@arcengsolutions.com
I,,"ArchonWest Technologies, Inc.",Integrator Guide,5315 N barranca Ave,Covina,CA,91722,(888) 824-2320,www.archonwest.com,5,25,0.20,Juan Carlos Flores ,President & Principal Software Engineer,
I,,ArcSine Engineering,Integrator Guide,950 Executive Way,Redding,CA,96002,(530) 222-7204,www.arc-sine.com,5,25,0.20,Doug McHaney,CEO,
I,,Arcweb Technologies,"Product strategy, digital product development, integrated development teams",234 Market St. 5th floor,Philadelphia,PA,19106,(800) 846-7980,arcwebtech.com,6,25,0.24,Christopher Cera,CEO,
I,,"Areias Systems, Inc","Brochure,MDR",1701 Southern Rd P.O. Box 34200,Kansas City,MO,64120,(816) 471-2600,www.andersonmetals.com,20,100,0.20,Keith S. Anderson,Co- President,keith@andersonmetals.com
M,,Argo- Hytos Inc.,"UL508A Electro-Mechanical design and manufacturing, NFPA79, and IEC60204","5900 Butler Ln, Ste 280",Scotts Valley,CA,95066,(831) 440-9800,https://areiasys.com/,18,97,0.19,Clemm Noernberg,"Founder, CEO",cle.noe@areiasys.com
C,,Arizona Pneumatic,Integrator Guide,"2801 Queenstown Rd., Suite 109",Birmingham,AL,35173,(205)-588-8008,www.arielsys.com,1,16,0.06,George Mann ,Engineering Manager,teresaj@arielsys.com
I,,Arkansas Industrial Computing,Atlas Copco,3804 N. Nona St,North Little Rock ,AK,72118,501-758-2745,www.aimcompanies.com,5,9,0.56,Andy Fowler,President,andy.fowler@aimcompanies.com
C,,Arkansas Industrial Machinery,Integrator Guide,6100 Getty Drive Suite N,Sherwood,AR,72117,(877).834.9540,www.aicomputing.com,1,73,0.01,Tim Epperson,President,
I,,Arkk Engineering,"PC Based Control Systems,Robotic Systems,Vision Systems,PLC, HMI and Motion Control,Servo and CNC Drive Systems,Conveying Systems,Panel Build,Pipe and Wire,Embedded Controls,Business Analytics Software / ERP Integrations",14251 Eleven Mile Rd,Oak Park,MI,48237,(248) 548-7050,http://www.arkkeng.com/,7,35,0.20,Kevin Kerwin,President & Chief Executive Officer,kevinkerwin@arkkeng.com
I,,"ARM Automation, Inc",delivers custom-engineered equipment and automation solutions ,14121 W Hwy 4 290,Austin,TX,78737,(512) 894-3534,www.armautomation.com,5,27,0.19,Stephen Grupinski,President / CEO,
A,,ARM Ener-Tech Associates,"electrical and mechanical engineering, automation and electric power distribution services to a broad array of industrial, transportation, energy and commercial clients.",4755 Linglestown Road,Harrisburg,PA,17112,(717) 657-9011,www.armenertech.net,5,30,0.17,Bob Yohe,President,robert.yohe@armenertech.net
N,,"Armstrong Hydraulic Service, Inc.",planned maintenance on the hydraulic powered Winches and Cylinders,"3930 Knowles Avenue, Suite 305",Kesington,MD,20895,(301) 949-4400,www.ximplesolution.com,5,10,0.50,Mike Patel,,mpatel@ximplesolution.com
I,,Arnold Machine Inc.,Integrator Guide,14141 W Hwy 290 Suite 700,Austin,TX,78737,(512)-894-3534,www.armautomation.com,10,60,0.17,Derek Black ,Vice President,dblack@armautomation.com
I,,ARPAC,Integrator Guide,19 Heritage Dr.,Tiffin,OH,44883,(419)-443-1818,www.arnoldmachine.com,2.21,32,0.07,Zach Arnold,President,
S,,Arraycon,Commercial,1143 Blumenfeld Dr Ste 200,Sacramento,CA,95815,(615) 813-9400,http://ariesenergy.com/,8.8,54,0.16,Gregory L. Bafalis,Chief Executive Officer,
I,,"Arrel Enterprises,Inc.",Integrator Guide,2800-H Bob Wallace Avenue,Huntsville,AL,35805,(256) 534-5853,http://www.arrelenterprises.com/,5,14,0.36,Richard R. Lattanzi ,President,arrel@traveller.com
I,,"Arseal, LLC",Integrator Guide,4395 W Post Rd Ste 100,Las Vegas,NV,89118,(702) 643-2220,www.arsenalinc.com,5.7,74,0.08,Nichola Baber,Senior VP,
I,,Artemis Vision,Integrator Guide,999 Vallejo St. #T,Denver,CO,80204,(303)832-1111 ext: 102,www.artemisvision.com,1,14,0.07,John Berryman ,Sales Engineer,tbrennan@artemisvision.com
I,,"Arthur Engineering, Inc.",Integrator Guide,"9370 Studio Ct, Suite 140",Elk Grove,CA,95758,(916)-394-0864,www.arthurengineering.com,5,13,0.38,Chuck Arthur ,President,chucka@arthurengineering.com
,,,"Rockwell Automation, FANUC, Epson",750 Clark Ave,Bristol,CT,6010,(860) 583-4109,https://www.arthurgrussell.com/,27,137,0.20,Robert Ensminger,Chief Executive Officer,robert.ensminger@arthurgrussell.com
I,,ArtiFlex Manufacturing,Integrator Guide,4400 Donker Ct SE,Grand Rapids,MI,49512,(616) 459-8285,www.artiflexmfg.com/automation.html,25,326,0.08,Greg Wolf ,Director of Automation and Engineering Services,GWolf@artiflexmfg.com
I,,"Art's Electric, Inc.",Integrator Guide,411 Holmes Street,Frankfort,KY,40602,(502) 223-5754 ext: 156,www.artselectric.com,10,88,0.11,John Lee ,General Manager,jlee@artselectric.com
I,,ASD - Automation Systems and Design Inc,Integrator Guide,1075 Windward Ridge Pkwy Ste 180,Alpharetta,GA,30005,(800) 222-5464,www.asd-usa.com,20,689,0.03,,,
I,,ASG/HESCO,Integrator Guide,70 Inwood Road,Rocky Hill,CT,6067,(860)-817-8955,www.ctasg.com,1,9,0.11,Bill Rodny ,Director of Business Development,brodny@ctasg.com
I,,"Ashley Automation and Technology, Inc.",Inductive Automation,101 County Road 1109A,Rio Vista,TX,76093,(817) 373-3333,www.ashleyautomation.com,2.13,7,0.30,John R Burt,President,burtj@ashleyautomation.com
I,,ASIC Corporation,Integrator Guide,9175 Sutton Place,West Chester,OH,45011,(800)-686-7011,www.asiccorporation.com,5,17,0.29,Jeff Nichols ,President,jnichols@asiccorporation.com
N,,ASJ Industrial Hose & Fittings,"NAHAD,Brochure",1562 Richmond Terrace,Staten Island,NY,10310,(718) 273-7300,www.apollointl.com,8,40,0.20,John Mitropoulos,President,
I,,Aspect Engineering Group,"NAHAD,Brochure",1033 E Third St.,Corona,CA,92879,(951) 735-1351,www.asjhose.com,1,5,0.20,Susan Wakefield,President,susan@asjhose.com
C,,Associated Compressor & Equipment ,Quincy,2708 E. Jensen Ave.,Fresno,CA,93706,559-485-3184,www.associatedcompressor.com,5.1,22,0.23,Steven Strah,President,sstrah@associatedcompressor.com
I,,"Atlanta Control Technologies, Inc.","Rockwell (Allen-Bradley),,Siemens,,Automation Direct,,Mitsubishi,,Proface,,Wago",6807 Riggs Dr,Louisville,KY,40291,(502) 468-3552,https://www.atbcontrols.com/,6,31,0.19,Anthony Bell,President,anthony@atbcontrols.com
N,,Atlantex Manufacturing Corporation,"NAHAD,Brochure",1033 E Third St.,Corona,CA,92879,(951) 735-1351,www.asjhose.com,1,5,0.20,Susan Wakefield,President,susan@asjhose.com
D,,"Atlantic Hydraulics, LLC","SauerDanfoss,Brochure",90 Precision Dr.,Shirley ,NY,11967,(631)234-3200,www.aitzone.com,4,25,0.16,Tom Ferrara,Co-Owner,tferrara@aitzone.com
I,,Atlas Automation,Integrator Guide,2450 West Ridge Road Suite 300,Rochester,NY,14626,(585) 227 1110,www.atlas-automation.com,5,25,0.20,Joe West ,Sales Manager,jwest@atlas-automation.com
M,,Atlas Cylinders,tie-rod custom hydraulic cylinders with bore sizes from 1” – 48”,3705 Ben Hogan Dr,Longview,TX,75605,(903) 297-6933,promo.parker.com/promotionsite/atlas-cylinders/us/en/home,5,25,0.20,-,,
C,,"Atlas Machine & Supply, Inc.",Sullair,7000 Global Dr.,Louisville,KY,40258,800-462-8527,www.atlasmachine.com,50,200,0.25,Rich Gimmel III,President,rgimmel@atlasmachine.com
I,,"Atlas Technologies, Inc.",Integrator Guide,14165 Fenton Road,Fenton,MI,48430,(810) 629-6663,www.atlastechnologies.com,10,62,0.16,Megan Sankar,CEO,
M,,Atos North America,"Brochure,MDR",P.O. Box 28 1835 N. Research Drive,Bowling Green,OH,43402,(419) 353-6070,www.argo-hytos.com,200,1200,0.17,Larry Gerken,VP/ General Manager,l.gerken@argo-hytos.com
I,,"Atronix Engineering, Inc.",Rockwell Automation,"3100 Medlock Bridge Rd, Ste 110",Peachtree Corners,GA,30071,(770) 840-4045,http://www.atronixengineering.com/,10,106,0.09,Peter Schofield,Owner,
I,,ATS Applied Tech Systems LLC,Integrator Guide,"Columbia Center II, 14th floor 101 W. Big Beaver Road",Troy,MI,48084,(248)-6871282,www.ats-global.com,1,5,0.20,Paul Bron,Chief Executive Officer,
I,,"ATS Applied Thermal Systems, Inc.","Vacuum Plumbing, Water Conservation, Water Sustainability, and Security Fixtu",8401 73rd Ave N Ste 74,Brooklyn Park,MN,55428,(763) 535-5545,https://www.apptherm.com/,1,5,0.20,Michael Roark,President,mroark@apptherm.com
I,,ATSI Engineering Services,Integrator Guide,415 Commerce Drive,Buffalo,NY,14228,(716)-691-9200,www.atsi.com,14.3,60,0.24,Bill Roberts ,CEO,roberts@atsi.com
S,,Atwood Electric,Residential / Commercial,23124 Highway 149,Sigourney,IA,52591,(641) 622-3626,https://www.atwoodelectric.com/,6.3,25,0.25,Duane Atwood,Founder,
S,,AUI Partners,C&I,"13600 Heritage Parkway, Suite 150",Fort Worth,TX,76177,(817) 926-4377,http://www.auipartners.com/,47.3,100,0.47,Dustin Stiffler,President,
I,,Aurigin Technology Pte Ltd,Integrator Guide,2702 E Verbena Dr,Phoenix,AZ,85048,(480) 704-1770,www.aurigintech.com,1,5,0.20,Peter Kahn ,Director USA Operations,peter.kahn@aurigintech.com
M,,Aurora Air Products,"air cylinders, pneumatic cylinders, hydraulic and stainless steel cylinders",231C N Eola Rd,Aurora,IL,60504,(630) 851-4515,www.auroraair.com,6.3,25,0.25,Ron Cibulskis,VP Sales,
N,,"Aurora Industrial Supplies, Inc.","NAHAD,Brochure",P.O. Box 278,Aurora,NC,27806,(252) 322-5017,www.aurind.com,5.7,11,0.52,Clif Williams,President,clifw@aurind.com
N,,Auster Rubber Company,"NAHAD,Brochure",P.O. Box 278,Aurora,NC,27806,(252) 322-5017,www.aurind.com,6,20,0.30,Clif Williams,President,clifw@aurind.com
I,,Austgen Electric Inc.,Integrator Guide,801 East Main Street,Griffith,IN,46319,(219) 961-8102,www.austgen.com,9.5,26,0.37,Mike Austgen ,President,mike@austgen.com
I,,"Austin NNI, LLC.",Inductive Automation,2141 Surrender Ave,Austin,TX,78728,(512) 797-2307,https://austinnni.com/,4,21,0.19,Rich Wood,CEO,Rich@Austinnni.Com
I,,"Automated Cells & Equipment, Inc.",Integrator Guide,9699 Enterprise Drive,Painted Post,NY,14870,(607) 936 1341,www.autocells.com,10.4,51,0.20,James Morris ,President,jmorris@autocells.com
I,,"Automated Concepts, Inc.","System Integration, Custom Software Solutions, Mechanical Design and Manufacturing, Control Panel Manufacturing",2201 Double Creek Dr. Suite 3003,Austin,TX,78664,(512) 694-0041,http://www.totallyautomated.com/,4,24,0.17,David Counts,President,david@totallyautomated.com
I,,"Automated Concepts, Inc.","System Integration, Custom Software Solutions, Mechanical Design and Manufacturing, Control Panel Manufacturing",2201 Double Creek Dr. Unit 3003 Round Rock,Austin,TX,78758,512-961-8313,http://www.totallyautomated.com/,4,24,0.17,David Counts,President,david@totallyautomated.com
I,,A-C Technology Solutions,technology topologies,315 30th St.,Bakersfield,CA,93301,(559) 277-3488,https://a-ctech.com/,5,26,0.19,Carl Beck,President,
I,,"Automated Control Concepts, Inc.","Inductive Automation, Rockwell Automation, Stratus, Wonderwarte","3535 Route 66, Bldg 6",Neptune,NJ ,7753,(732) 922-6611,http://www.automated-control.com/,13,46,0.28,Kevin Hannigan,President,khannigan@automated-control.com
I,,"Automated Control Solutions, Inc","Motor Controls,,Ride Brakes design,,Operator Interfaces,Custom Control Systems,,Show Control Systems,,Life Safety Control Systems,Ride Control Systems,,Stand Alone RFID System,Turntable Control Systems",831 Longwood Markham Road,Sanford,FL,32771,(407) 448-5186,http://www.acontrolsolution.com/,4,24,0.17,David Baroudi,President,dbaroudi@automatedcontrol.com
I,,Automated Control Technologies,"MotionTrac™, MotionRoll™, MotionSort™",2495 S Industrial Park Ave,Tempe,AZ,85282,(480) 317-0376,http://www.actllc.com/,6,20,0.30,Tim Carroll,President,tcarroll@actllc.com
I,,Automated Industrial Machinery Inc. (AIM),"Variable Frequency Drives, Electric Control Panel, PLC Controls, Energy Efficiency, Automation System Design, Programming, Field Service, Electronic Drives Repair, Rebate & Grant Programs, and UL508A",1685 W Lake St,Addison,IL,60101,(630) 458-0008,www.aimmachines.com,5.6,129,0.04,John Smith,President,
I,,Automated Industrial Motion,"Spring Forming Machines, Wire Forming Machines, Machine Design and Build, and Contract Manufacturing",5627 Airline Road,Fruitport,MI,49415,(231) 865-1800,https://aimcoil.com/,5,25,0.20,Kurt Witham,President,kwitham@aimcoil.com
I,,"Automated Integration, LLC.",Integrator Guide,Integrator Guide,El Paso,TX,79903,(915)-256-0907,www.automatedintegration.net,1,29,0.03,Manuel Salazar ,Manager,m.salazar@automatedintegration.net
I,,Automated Interface Solutions,Home Improvement & Hardware Retail,2325 Detroit Ave,Maumee,OH,43537,(419) 270-5755,www.interfaceautomation.com,5,6,0.83,Jacqueline Chandler,Owner,
I,,Automated Methods Technologies,Integrator Guide,P.O. Box 621994,Littleton,CO,80162,(303) 932-7860,www.AutomatedMethodsTechnologies.com,5,11,0.45,Lin Mourning ,Director of Systems Development,mourning@automatedmethodstechnologies.com
I,,"Automated Mfg Solutions, Inc.",Integrator Guide,19706 Progress Drive,Strongsville,OH,44149,(440)-878-3711 ext: 201,www.automfgsolutions.com,10,32,0.31,Thomas Setele ,President,thomas.setele@automfgsolutions.com
I,,"Automated Motion, Incorporated",Integrator Guide,807 NW Commerce Drive,Lee's Summit,MO,64086,(816) 524-8104,www.automatedmotion.com,7.1,26,0.27,Chad Lucchi ,Sales Manager,dcaye@automatedmotion.com
I,,Automated Production Systems (APS),Minerals & Mining,33424 Dequindre Rd Ste B,Sterling Heights,MI,48310,(586) 977-3805,www.automatedproduction.com,9.6,28,0.34,Dean Schlitt,Manager,
I,,Automated Software Technology LLC,Integrator Guide,2325 Harding,Lansing,MI,48910,(517)-316-2138,www.autosofttech.net,1,2,0.50,Dan Shangraw,Owner,shangraw@autosofttech.net
